,location,characteristic,floor_type,hkd_millions,rent_hkd,area_sqft,address,last_updated,pay_per_month_K,loan_percent,first_payment_M,full_address
4160,New Territories East,"Nice Decoration, Good Layout & Efficient",Low Floor Zone                                                                        | North West,7.0,,506.0,Fotan/Shatin Mid Level/Kau To Shan   Jubilee Garden  Low Floor Zone,Last Updated : 02-03-2018,22.2,60.0,12.8,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan   Jubilee Garden  Low Floor Zone"
4161,New Territories East,"Good Layout, Efficient, Convenient",| South East,45.0,,1692.0,Fotan/Shatin Mid Level/Kau To Shan   Greenwood Terrace,Last Updated : 11-03-2018,119.2,50.0,122.5,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan   Greenwood Terrace"
4162,New Territories East,,High Floor Zone (Flat C)                                                                        | West,11.9,,1031.0,Sai Kung Flat C  Villa Concerto Symphony Bay High Floor Zone,Last Updated : 13-03-2018,31.5,50.0,15.95,"Hong Kong, New Territories East, Sai Kung Flat C  Villa Concerto Symphony Bay High Floor Zone"
4163,New Territories East,,High Floor Zone                                                                        | North West,4.5,,342.0,Tai Po Market/Tai Wo   Fortune Plaza  High Floor Zone,Last Updated : 13-02-2018,16.6,70.0,11.35,"Hong Kong, New Territories East, Tai Po Market/Tai Wo   Fortune Plaza  High Floor Zone"
4164,New Territories East,"High Privacy, Long Completion Date",Medium Floor Zone (Flat 27),40.0,,2250.0,Fotan/Shatin Mid Level/Kau To Shan Flat 27    Medium Floor Zone,Last Updated : 07-03-2018,105.9,50.0,120.0,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan Flat 27    Medium Floor Zone"
4165,New Territories East,Good Layout & Efficient,Medium Floor Zone,4.7,,304.0,Shatin   Site 4 City One Shatin Medium Floor Zone,Last Updated : 03-03-2018,17.4,70.0,11.41,"Hong Kong, New Territories East, Shatin   Site 4 City One Shatin Medium Floor Zone"
4166,New Territories East,"Grandstand View, Tranquil Garden View, Good Layout, Efficient, Spacious, Convenient",Medium Floor Zone (Flat A)                                                                        | North East,13.3,,1113.0,Ma On Shan Flat A Block 3 Baycrest  Medium Floor Zone,Last Updated : 22-02-2018,35.2,50.0,16.65,"Hong Kong, New Territories East, Ma On Shan Flat A Block 3 Baycrest  Medium Floor Zone"
4167,New Territories East,"Invite Offers, Famous Development",Medium Floor Zone                                                                        | South East,12.5,,1039.0,Fotan/Shatin Mid Level/Kau To Shan  Block 8 Phase 2 Royal Ascot Medium Floor Zone,Last Updated : 09-03-2018,33.1,50.0,16.25,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan  Block 8 Phase 2 Royal Ascot Medium Floor Zone"
4168,New Territories East,"Nice Decoration, Good Layout, Efficient, Spacious, Convenient",High Floor Zone                                                                        | North East,23.8,46.0,1426.0,Fotan/Shatin Mid Level/Kau To Shan   The Palazzo  High Floor Zone,Last Updated : 13-03-2018,63.0,50.0,111.9,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan   The Palazzo  High Floor Zone"
4169,New Territories East,,Medium Floor Zone (Flat 5),7.65,,568.0,Ma On Shan Flat 5  Phase 1 Sunshine City Medium Floor Zone,Last Updated : 21-02-2018,24.3,60.0,13.06,"Hong Kong, New Territories East, Ma On Shan Flat 5  Phase 1 Sunshine City Medium Floor Zone"
4170,New Territories East,"Quiet & Boutique Living, Convenient",Medium Floor Zone (Flat C)                                                                        | South East,6.7,,510.0,Fotan/Shatin Mid Level/Kau To Shan Flat C Block 3 Jubilee Garden  Medium Floor Zone,Last Updated : 13-03-2018,22.2,62.0,12.5,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan Flat C Block 3 Jubilee Garden  Medium Floor Zone"
4171,New Territories East,"5-Star Club House, Tranquil Garden View",Medium Floor Zone (Flat B),7.6,,513.0,Ma On Shan Flat B Block 5 Phase 1 Double Cove Medium Floor Zone,Last Updated : 13-03-2018,24.1,60.0,13.04,"Hong Kong, New Territories East, Ma On Shan Flat B Block 5 Phase 1 Double Cove Medium Floor Zone"
4172,New Territories East,"Lowrise Apartment, For Sale & For Lease, Nice Decoration, Good Layout, Efficient, Spacious, Convenient",,12.5,,986.0,Tai Po Mid Level/Hong Lok Yuen    Parc Versailles,Last Updated : 12-03-2018,33.1,50.0,16.25,"Hong Kong, New Territories East, Tai Po Mid Level/Hong Lok Yuen    Parc Versailles"
4173,New Territories East,,Medium Floor Zone (Flat G)                                                                        | North,6.4,,412.0,Ma On Shan Flat G Tower 3 Bayshore Towers  Medium Floor Zone,Last Updated : 13-03-2018,22.2,65.0,12.2,"Hong Kong, New Territories East, Ma On Shan Flat G Tower 3 Bayshore Towers  Medium Floor Zone"
4174,New Territories East,,| South East,12.5,,984.0,Tai Po Market/Tai Wo    Serenity Park,Last Updated : 08-03-2018,33.1,50.0,16.25,"Hong Kong, New Territories East, Tai Po Market/Tai Wo    Serenity Park"
4175,New Territories East,"High Efficiency, Good Layout & Efficient",Medium Floor Zone,4.3,,427.0,Sheung Shui/Fanling/Kwu Tung   Tsui Lai Garden  Medium Floor Zone,Last Updated : 08-03-2018,15.9,70.0,11.29,"Hong Kong, New Territories East, Sheung Shui/Fanling/Kwu Tung   Tsui Lai Garden  Medium Floor Zone"
4176,New Territories East,"Deluxe Decoration, Good Layout, Efficient",,60.0,,2717.0,Tai Po Mid Level/Hong Lok Yuen Flat 52  Constellation Cove,Last Updated : 21-02-2018,158.9,50.0,130.0,"Hong Kong, New Territories East, Tai Po Mid Level/Hong Lok Yuen Flat 52  Constellation Cove"
4177,New Territories East,"Good Layout & Efficient, Max-Proportioned",Medium Floor Zone (Flat B)                                                                        | North,12.0,,882.0,Fotan/Shatin Mid Level/Kau To Shan Flat B Block 23 Greenwood Terrace  Medium Floor Zone,Last Updated : 10-03-2018,31.7,50.0,16.0,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan Flat B Block 23 Greenwood Terrace  Medium Floor Zone"
4178,New Territories East,"Good Layout & Efficient, Opportunity Knocking",Low Floor Zone                                                                        | North,9.5,,850.0,Tai Po Market/Tai Wo   Grand Palisades  Low Floor Zone,Last Updated : 08-03-2018,26.4,52.0,14.5,"Hong Kong, New Territories East, Tai Po Market/Tai Wo   Grand Palisades  Low Floor Zone"
4179,New Territories East,"Convenient, Rare In Market",High Floor Zone (Flat 3)                                                                        | East,6.8,,427.0,Shatin Flat 3 Block A Hilton Plaza  High Floor Zone,Last Updated : 06-03-2018,22.2,61.0,12.6,"Hong Kong, New Territories East, Shatin Flat 3 Block A Hilton Plaza  High Floor Zone"
4180,New Territories East,"Top Of Mtr, Unbeatable Price",Medium Floor Zone,5.08,,454.0,Sheung Shui/Fanling/Kwu Tung   Fanling Town Center  Medium Floor Zone,Last Updated : 13-03-2018,18.8,70.0,11.52,"Hong Kong, New Territories East, Sheung Shui/Fanling/Kwu Tung   Fanling Town Center  Medium Floor Zone"
4181,New Territories East,"Good Layout, Efficient, Convenient",High Floor Zone (Flat C),7.2,,521.0,Ma On Shan Flat C Block 8 Monte Vista  High Floor Zone,Last Updated : 13-03-2018,22.8,60.0,12.88,"Hong Kong, New Territories East, Ma On Shan Flat C Block 8 Monte Vista  High Floor Zone"
4182,New Territories East,"Unrepeatable Opportunity, Core Location",High Floor Zone (Flat 2),5.3,,348.0,Ma On Shan Flat 2 Block B Phase 1 Sunshine City High Floor Zone,Last Updated : 13-03-2018,19.6,70.0,11.59,"Hong Kong, New Territories East, Ma On Shan Flat 2 Block B Phase 1 Sunshine City High Floor Zone"
4183,New Territories East,"Famous School Network, Quiet & Central",High Floor Zone (Flat E)                                                                        | South West,5.0,,348.0,Shatin Flat E Yae Lam Court (Block B2) Lucky Plaza  High Floor Zone,Last Updated : 21-02-2018,18.5,70.0,11.5,"Hong Kong, New Territories East, Shatin Flat E Yae Lam Court (Block B2) Lucky Plaza  High Floor Zone"
4184,New Territories East,"Spacious Rooms, Quiet & Central",Low Floor Zone (Flat E)                                                                        | South East,6.88,,487.0,Ma On Shan Flat E Block 1 (Tower A) Marbella  Low Floor Zone,Last Updated : 13-03-2018,22.2,61.0,12.68,"Hong Kong, New Territories East, Ma On Shan Flat E Block 1 (Tower A) Marbella  Low Floor Zone"
4185,New Territories East,"Convenient, Convenient",High Floor Zone (Flat B)                                                                        | North,6.38,,482.0,Ma On Shan Flat B  Mountain Shore  High Floor Zone,Last Updated : 13-03-2018,22.2,65.0,12.18,"Hong Kong, New Territories East, Ma On Shan Flat B  Mountain Shore  High Floor Zone"
4186,New Territories East,"Good Layout & Efficient, Prestige Location",| West,28.0,,2130.0,Tai Po Mid Level/Hong Lok Yuen   Chateau Royale,Last Updated : 25-02-2018,74.1,50.0,114.0,"Hong Kong, New Territories East, Tai Po Mid Level/Hong Lok Yuen   Chateau Royale"
4187,New Territories East,"Good Layout & Efficient, Greenery Environment",Medium Floor Zone (Flat A),8.8,,751.0,Ma On Shan Flat A Block 9 Monte Vista  Medium Floor Zone,Last Updated : 13-03-2018,26.4,56.0,13.8,"Hong Kong, New Territories East, Ma On Shan Flat A Block 9 Monte Vista  Medium Floor Zone"
4188,New Territories East,,High Floor Zone (Flat H),7.9,,609.0,Ma On Shan Flat H Tower 2 Ma On Shan Centre  High Floor Zone,Last Updated : 08-03-2018,25.1,60.0,13.16,"Hong Kong, New Territories East, Ma On Shan Flat H Tower 2 Ma On Shan Centre  High Floor Zone"
4189,New Territories East,"Grand-Proportioned, Spacious Rooms",Low Floor Zone                                                                        | North East,11.8,,991.0,Tai Po Mid Level/Hong Lok Yuen    Parc Versailles Low Floor Zone,Last Updated : 09-03-2018,31.2,50.0,15.9,"Hong Kong, New Territories East, Tai Po Mid Level/Hong Lok Yuen    Parc Versailles Low Floor Zone"
4190,New Territories East,Good Layout & Efficient,High Floor Zone                                                                        | South,9.0,,758.0,Tai Po Market/Tai Wo   Grand Palisades  High Floor Zone,Last Updated : 12-03-2018,26.4,55.0,14.0,"Hong Kong, New Territories East, Tai Po Market/Tai Wo   Grand Palisades  High Floor Zone"
4191,New Territories East,"Good Layout & Efficient, Prestige Location",Low Floor Zone                                                                        | East,10.3,,877.0,Tai Po Mid Level/Hong Lok Yuen   The Paramount  Low Floor Zone,Last Updated : 07-03-2018,27.2,50.0,15.15,"Hong Kong, New Territories East, Tai Po Mid Level/Hong Lok Yuen   The Paramount  Low Floor Zone"
4192,New Territories East,,Medium Floor Zone (Flat G)                                                                        | South East,5.2,,326.0,Shatin Flat G Fung Lam Court (Block C1) Lucky Plaza  Medium Floor Zone,Last Updated : 09-03-2018,19.2,70.0,11.56,"Hong Kong, New Territories East, Shatin Flat G Fung Lam Court (Block C1) Lucky Plaza  Medium Floor Zone"
4193,New Territories East,"Top Of Mtr, Tranquil Garden View",High Floor Zone (Flat C)                                                                        | North West,5.7,,364.0,Ma On Shan Flat C Tower 1 Ma On Shan Centre  High Floor Zone,Last Updated : 24-02-2018,21.1,70.0,11.71,"Hong Kong, New Territories East, Ma On Shan Flat C Tower 1 Ma On Shan Centre  High Floor Zone"
4194,New Territories East,"Unbeatable Price, Max-Proportioned",Medium Floor Zone (Flat D)                                                                        | West,8.8,22.0,736.0,Ma On Shan Flat D Tower 5B Oceanaire  Medium Floor Zone,Last Updated : 13-03-2018,26.4,56.0,13.8,"Hong Kong, New Territories East, Ma On Shan Flat D Tower 5B Oceanaire  Medium Floor Zone"
4195,New Territories East,"Good Layout & Efficient, Convenient",High Floor Zone (Flat G)                                                                        | South East,5.0,,361.0,Sheung Shui/Fanling/Kwu Tung Flat G Block 5 Sheung Shui Centre  High Floor Zone,Last Updated : 13-03-2018,18.5,70.0,11.5,"Hong Kong, New Territories East, Sheung Shui/Fanling/Kwu Tung Flat G Block 5 Sheung Shui Centre  High Floor Zone"
4196,New Territories East,"Landmark Development, Easy Shopping",High Floor Zone,5.65,,452.0,Sheung Shui/Fanling/Kwu Tung     High Floor Zone,Last Updated : 13-03-2018,20.9,70.0,11.7,"Hong Kong, New Territories East, Sheung Shui/Fanling/Kwu Tung     High Floor Zone"
4197,New Territories East,"Deluxe Decoration, Nice Decoration, Good Layout, Spacious, Efficient, Convenient",| South,22.0,47.0,2047.0,Tai Po Mid Level/Hong Lok Yuen   Phase 3 The Beverly Hills,Last Updated : 10-03-2018,58.2,50.0,111.0,"Hong Kong, New Territories East, Tai Po Mid Level/Hong Lok Yuen   Phase 3 The Beverly Hills"
4198,New Territories East,"5-Star Club House, High Ceiling",Low Floor Zone (Flat B)                                                                        | South East,13.0,,769.0,Fotan/Shatin Mid Level/Kau To Shan Flat B Block 3 The Palazzo  Low Floor Zone,Last Updated : 06-03-2018,34.4,50.0,16.5,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan Flat B Block 3 The Palazzo  Low Floor Zone"
4199,New Territories East,"Designer Decoration, Rare In Market",High Floor Zone (Flat D)                                                                        | North East,5.2,,469.0,Sheung Shui/Fanling/Kwu Tung Flat D  Green Code  High Floor Zone,Last Updated : 14-02-2018,19.2,70.0,11.56,"Hong Kong, New Territories East, Sheung Shui/Fanling/Kwu Tung Flat D  Green Code  High Floor Zone"
4200,New Territories East,"Great Starter, Famous School Network",Medium Floor Zone (Flat G),6.7,,510.0,Fotan/Shatin Mid Level/Kau To Shan Flat G  Jubilee Garden  Medium Floor Zone,Last Updated : 03-03-2018,22.2,62.0,12.5,"Hong Kong, New Territories East, Fotan/Shatin Mid Level/Kau To Shan Flat G  Jubilee Garden  Medium Floor Zone"
4201,New Territories East,,,23.0,,1578.0,Sheung Shui/Fanling/Kwu Tung   Valais,Last Updated : 07-03-2018,60.9,50.0,111.5,"Hong Kong, New Territories East, Sheung Shui/Fanling/Kwu Tung   Valais"
4202,New Territories East,"Convenient, Famous Development",High Floor Zone (Flat SB)                                                                        | North West,12.28,,785.0,Tai Wai Flat SB Tower 3 Phase 1 Festival City High Floor Zone,Last Updated : 18-02-2018,32.5,50.0,16.14,"Hong Kong, New Territories East, Tai Wai Flat SB Tower 3 Phase 1 Festival City High Floor Zone"
