,location,characteristic,floor_type,hkd_millions,rent_hkd,area_sqft,address,last_updated,pay_per_month_K,loan_percent,first_payment_M,full_address
2414,Kowloon,"5-Star Club House, Top Of Mtr",Medium Floor Zone (Flat B)                                                                        | North West,52.0,70.0,1161.0,Kowloon Station Flat B Tower 20 - Zone 2 (Ocean Sky) The Cullinan  Medium Floor Zone,Last Updated : 13-03-2018,137.7,50.0,126.0,"Hong Kong, Kowloon, Kowloon Station Flat B Tower 20 - Zone 2 (Ocean Sky) The Cullinan  Medium Floor Zone"
2415,Kowloon,,Medium Floor Zone (Flat B),8.2,,465.0,Olympic Station Flat B Tower 2 Hampton Place  Medium Floor Zone,Last Updated : 02-03-2018,26.0,60.0,13.28,"Hong Kong, Kowloon, Olympic Station Flat B Tower 2 Hampton Place  Medium Floor Zone"
2416,Kowloon,"Full Facilities, Easy Shopping",High Floor Zone (Flat C)                                                                        | South West,8.0,,515.0,Tseung Kwan O Flat C  The Grandiose  High Floor Zone,Last Updated : 13-03-2018,25.4,60.0,13.2,"Hong Kong, Kowloon, Tseung Kwan O Flat C  The Grandiose  High Floor Zone"
2417,Kowloon,"With Ensuite, Unrepeatable Opportunity",Medium Floor Zone (Flat D),8.9,,708.0,Tseung Kwan O Flat D Banff (Tower 1 - L Wing) Phase 1 The Capitol Lohas Park Medium Floor Zone,Last Updated : 13-03-2018,26.4,56.0,13.9,"Hong Kong, Kowloon, Tseung Kwan O Flat D Banff (Tower 1 - L Wing) Phase 1 The Capitol Lohas Park Medium Floor Zone"
2418,Kowloon,"Full Facilities, Nice Decoration",Medium Floor Zone (Flat A)                                                                        | South West,8.3,,461.0,Mongkok/Yaumatei Flat A Upper West   Medium Floor Zone,Last Updated : 10-03-2018,26.3,60.0,13.32,"Hong Kong, Kowloon, Mongkok/Yaumatei Flat A Upper West   Medium Floor Zone"
2419,Kowloon,"Grand Lobby, Yuppie Choice",Low Floor Zone (Flat F)                                                                        | North West,6.6,19.0,323.0,Kowloon Station Flat F Tower 6 The Coronation  Low Floor Zone,Last Updated : 13-03-2018,22.2,63.0,12.4,"Hong Kong, Kowloon, Kowloon Station Flat F Tower 6 The Coronation  Low Floor Zone"
2420,Kowloon,"Prestige Location, Spacious Rooms",Low Floor Zone (Flat H)                                                                        | South East,6.99,,461.0,Cheung Sha Wan West Flat H Tower 5 Phase 3 Banyan Garden Low Floor Zone,Last Updated : 21-02-2018,22.2,60.0,12.79,"Hong Kong, Kowloon, Cheung Sha Wan West Flat H Tower 5 Phase 3 Banyan Garden Low Floor Zone"
2421,Kowloon,"Invite Offers, Tranquil Environment",Low Floor Zone (Flat F),6.3,,406.0,Tseung Kwan O Flat F Tower 9 Phase 1 Park Central Low Floor Zone,Last Updated : 12-03-2018,22.2,66.0,12.1,"Hong Kong, Kowloon, Tseung Kwan O Flat F Tower 9 Phase 1 Park Central Low Floor Zone"
2422,Kowloon,"Luxurious Decoration, Top Of Mtr",High Floor Zone (Flat E)                                                                        | South West,7.95,,538.0,Tseung Kwan O Flat E Tower 6 Phase 2 The Metro City High Floor Zone,Last Updated : 14-02-2018,25.2,60.0,13.18,"Hong Kong, Kowloon, Tseung Kwan O Flat E Tower 6 Phase 2 The Metro City High Floor Zone"
2423,Kowloon,"Rare In Market, Grandstand View",High Floor Zone (Flat C)                                                                        | South,10.0,,493.0,Cheung Sha Wan West Flat C Tower 3 Phase 1 Banyan Garden High Floor Zone,Last Updated : 05-03-2018,26.4,50.0,15.0,"Hong Kong, Kowloon, Cheung Sha Wan West Flat C Tower 3 Phase 1 Banyan Garden High Floor Zone"
2424,Kowloon,"5-Star Club House, Famous School Network",Medium Floor Zone (Flat -)                                                                        | South,7.8,19.0,447.0,Cheung Sha Wan West Flat - Tower 5 Phase 1 The Pacifica Medium Floor Zone,Last Updated : 05-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 5 Phase 1 The Pacifica Medium Floor Zone"
2425,Kowloon,"Grandstand View, Spacious Rooms",High Floor Zone                                                                        | South,18.8,,1064.0,Whampoa/Laguna Verde  Block 2 Royal Peninsula  High Floor Zone,Last Updated : 19-02-2018,49.8,50.0,19.4,"Hong Kong, Kowloon, Whampoa/Laguna Verde  Block 2 Royal Peninsula  High Floor Zone"
2426,Kowloon,"Quiet & Boutique Living, Easy Shopping",Medium Floor Zone (Flat A)                                                                        | South East,58.9,,1600.0,Whampoa/Laguna Verde Flat A Tower 2 Harbourfront Landmark  Medium Floor Zone,Last Updated : 05-03-2018,156.0,50.0,129.45,"Hong Kong, Kowloon, Whampoa/Laguna Verde Flat A Tower 2 Harbourfront Landmark  Medium Floor Zone"
2427,Kowloon,,High Floor Zone (Flat E)                                                                        | South West,6.85,17.0,470.0,Tseung Kwan O Flat E Block 1 The Grandiose  High Floor Zone,Last Updated : 12-03-2018,22.2,61.0,12.65,"Hong Kong, Kowloon, Tseung Kwan O Flat E Block 1 The Grandiose  High Floor Zone"
2428,Kowloon,"Spacious Rooms, Quiet & Boutique Living",Medium Floor Zone (Flat 94)                                                                        | South West,8.28,,645.0,Mei Foo/Wonderland Flat 94 94-96 Broadway Phase 8 Mei Foo Sun Chuen Medium Floor Zone,Last Updated : 10-03-2018,26.3,60.0,13.31,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 94 94-96 Broadway Phase 8 Mei Foo Sun Chuen Medium Floor Zone"
2429,Kowloon,,Medium Floor Zone (Flat -)                                                                        | South,7.8,19.0,491.0,Cheung Sha Wan West Flat - Block 7 Liberte  Medium Floor Zone,Last Updated : 03-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Block 7 Liberte  Medium Floor Zone"
2430,Kowloon,"Great Value, Famous Development",High Floor Zone (Flat 7)                                                                        | North East,7.0,,706.0,Mei Foo/Wonderland Flat 7 5-7 Broadway Phase 1 Mei Foo Sun Chuen High Floor Zone,Last Updated : 02-03-2018,22.2,60.0,12.8,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 7 5-7 Broadway Phase 1 Mei Foo Sun Chuen High Floor Zone"
2431,Kowloon,"Spacious Rooms, Nice Decoration",Medium Floor Zone (Flat B)                                                                        | South East,18.5,35.0,625.0,Kowloon Station Flat B Block 6 Phase 1 Sorrento Medium Floor Zone,Last Updated : 13-03-2018,49.0,50.0,19.25,"Hong Kong, Kowloon, Kowloon Station Flat B Block 6 Phase 1 Sorrento Medium Floor Zone"
2432,Kowloon,"Spacious Rooms, For Sale & For Lease",Medium Floor Zone (Flat -)                                                                        | North,8.48,19.0,517.0,Cheung Sha Wan West Flat - Block 7 Liberte  Medium Floor Zone,Last Updated : 04-03-2018,26.4,58.0,13.48,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Block 7 Liberte  Medium Floor Zone"
2433,Kowloon,"Convenient, Grandstand View",Medium Floor Zone (Flat -)                                                                        | South,10.5,27.0,672.0,Cheung Sha Wan West Flat - Block 1 Liberte  Medium Floor Zone,Last Updated : 05-03-2018,27.8,50.0,15.25,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Block 1 Liberte  Medium Floor Zone"
2434,Kowloon,"Good Layout & Efficient, Long Completion Date",High Floor Zone,20.0,,716.0,Olympic Station  Tower 8 Island Harbourview  High Floor Zone,Last Updated : 11-03-2018,52.9,50.0,110.0,"Hong Kong, Kowloon, Olympic Station  Tower 8 Island Harbourview  High Floor Zone"
2435,Kowloon,"Easy Shopping, Rare Offer",Low Floor Zone (Flat -)                                                                        | East,15.18,37.0,919.0,Cheung Sha Wan West Flat -  Phase 1 The Pacifica Low Floor Zone,Last Updated : 04-03-2018,40.2,50.0,17.59,"Hong Kong, Kowloon, Cheung Sha Wan West Flat -  Phase 1 The Pacifica Low Floor Zone"
2436,Kowloon,"Convenient, Nice Decoration",Low Floor Zone                                                                        | North East,7.85,,623.0,Tseung Kwan O  Block 2 East Point City  Low Floor Zone,Last Updated : 13-03-2018,24.9,60.0,13.14,"Hong Kong, Kowloon, Tseung Kwan O  Block 2 East Point City  Low Floor Zone"
2437,Kowloon,"Spacious Rooms, Prestige Location",Medium Floor Zone (Flat 31)                                                                        | North,24.5,,1252.0,Ho Man Tin/King's Park Flat 31 31 Celestial Avenue Phase 1 Celestial Heights Medium Floor Zone,Last Updated : 10-03-2018,64.9,50.0,112.25,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat 31 31 Celestial Avenue Phase 1 Celestial Heights Medium Floor Zone"
2438,Kowloon,"Convenient, Famous School Network",Low Floor Zone (Flat H)                                                                        | South East,9.5,,471.0,Olympic Station Flat H   Park Avenue Low Floor Zone,Last Updated : 06-03-2018,26.4,52.0,14.5,"Hong Kong, Kowloon, Olympic Station Flat H   Park Avenue Low Floor Zone"
2439,Kowloon,"Great Value, Tranquil Environment",High Floor Zone (Flat G)                                                                        | South,11.2,,672.0,Cheung Sha Wan West Flat G Block 1 Liberte  High Floor Zone,Last Updated : 21-02-2018,29.6,50.0,15.6,"Hong Kong, Kowloon, Cheung Sha Wan West Flat G Block 1 Liberte  High Floor Zone"
2440,Kowloon,"Great Starter, Long Completion Date",Medium Floor Zone (Flat 6)                                                                        | South East,4.39,,433.0,Tseung Kwan O Flat 6    Medium Floor Zone,Last Updated : 12-03-2018,16.2,70.0,11.32,"Hong Kong, Kowloon, Tseung Kwan O Flat 6    Medium Floor Zone"
2441,Kowloon,"Prestige Location, High Privacy",Medium Floor Zone (Flat B),38.0,,1765.0,Ho Man Tin/King's Park Flat B Tower 1 The Astoria  Medium Floor Zone,Last Updated : 25-02-2018,100.6,50.0,119.0,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat B Tower 1 The Astoria  Medium Floor Zone"
2442,Kowloon,"Unbeatable Price, Rare In Market",High Floor Zone (Flat -)                                                                        | South,10.28,24.0,554.0,Cheung Sha Wan West Flat - Tower 1 Phase 2 The Pacifica High Floor Zone,Last Updated : 04-03-2018,27.2,50.0,15.14,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 1 Phase 2 The Pacifica High Floor Zone"
2443,Kowloon,"Good Security, 5-Star Club House",High Floor Zone (Flat B)                                                                        | South East,168.0,170.0,1842.0,Kowloon Station Flat B Sun Tower (Tower 1A) The Arch  High Floor Zone,Last Updated : 13-03-2018,445.1,50.0,184.0,"Hong Kong, Kowloon, Kowloon Station Flat B Sun Tower (Tower 1A) The Arch  High Floor Zone"
2444,Kowloon,,High Floor Zone (Flat D)                                                                        | East,10.0,23.0,991.0,Tseung Kwan O Flat D Tower 6 - L Wing Phase 2B Le Prime Lohas Park High Floor Zone,Last Updated : 12-03-2018,26.4,50.0,15.0,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 6 - L Wing Phase 2B Le Prime Lohas Park High Floor Zone"
2445,Kowloon,,Medium Floor Zone (Flat 5)                                                                        | South East,5.58,,554.0,Tseung Kwan O Flat 5 Yan Kuk House (Block E) Yan Ming Court  Medium Floor Zone,Last Updated : 05-03-2018,20.6,70.0,11.67,"Hong Kong, Kowloon, Tseung Kwan O Flat 5 Yan Kuk House (Block E) Yan Ming Court  Medium Floor Zone"
2446,Kowloon,"Long Completion Date, Prestige Location",High Floor Zone (Flat A)                                                                        | South East,8.35,,506.0,Cheung Sha Wan West Flat A Tower 1 Phase 1 Banyan Garden High Floor Zone,Last Updated : 07-03-2018,26.4,59.0,13.35,"Hong Kong, Kowloon, Cheung Sha Wan West Flat A Tower 1 Phase 1 Banyan Garden High Floor Zone"
2447,Kowloon,"Rare Offer, Top Of Mtr",High Floor Zone (Flat -)                                                                        | West,13.0,27.0,737.0,Cheung Sha Wan West Flat - Tower 6 Phase 3 Banyan Garden High Floor Zone,Last Updated : 05-03-2018,34.4,50.0,16.5,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 6 Phase 3 Banyan Garden High Floor Zone"
2448,Kowloon,Luxurious Decoration,Medium Floor Zone (Flat 65)                                                                        | South West,7.5,,506.0,Mei Foo/Wonderland Flat 65 65-67 Broadway Phase 3 Mei Foo Sun Chuen Medium Floor Zone,Last Updated : 01-03-2018,23.8,60.0,13.0,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 65 65-67 Broadway Phase 3 Mei Foo Sun Chuen Medium Floor Zone"
2449,Kowloon,"Prestige Location, High Privacy",Low Floor Zone (Flat A),31.0,56.0,1598.0,Kowloon Tong/Beacon Hill Flat A Block 1 Meridian Hill  Low Floor Zone,Last Updated : 01-03-2018,82.1,50.0,115.5,"Hong Kong, Kowloon, Kowloon Tong/Beacon Hill Flat A Block 1 Meridian Hill  Low Floor Zone"
2450,Kowloon,"Good Layout & Efficient, Convenient",Low Floor Zone (Flat F),8.3,,660.0,Tseung Kwan O Flat F Block 4 The Pinnacle  Low Floor Zone,Last Updated : 12-02-2018,26.3,60.0,13.32,"Hong Kong, Kowloon, Tseung Kwan O Flat F Block 4 The Pinnacle  Low Floor Zone"
2451,Kowloon,"Unrepeatable Opportunity, Tranquil Environment",High Floor Zone (Flat C)                                                                        | South East,8.25,20.0,769.0,Tseung Kwan O Flat C Block 1 Phase 1 Oscar By The Sea High Floor Zone,Last Updated : 12-03-2018,26.2,60.0,13.3,"Hong Kong, Kowloon, Tseung Kwan O Flat C Block 1 Phase 1 Oscar By The Sea High Floor Zone"
2452,Kowloon,"Long Completion Date, Max-Proportioned",Medium Floor Zone (Flat -)                                                                        | South,7.8,17.0,517.0,Cheung Sha Wan West Flat - Block 5 Liberte  Medium Floor Zone,Last Updated : 05-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Block 5 Liberte  Medium Floor Zone"
2453,Kowloon,"Good Layout & Efficient, Spacious Rooms",High Floor Zone (Flat F)                                                                        | South West,7.5,,499.0,Cheung Sha Wan West Flat F Tower 6 Aqua Marine  High Floor Zone,Last Updated : 21-02-2018,23.8,60.0,13.0,"Hong Kong, Kowloon, Cheung Sha Wan West Flat F Tower 6 Aqua Marine  High Floor Zone"
2454,Kowloon,,High Floor Zone (Flat G)                                                                        | East,11.5,27.0,685.0,Cheung Sha Wan West Flat G Tower 2 Phase 1 Banyan Garden High Floor Zone,Last Updated : 02-03-2018,30.4,50.0,15.75,"Hong Kong, Kowloon, Cheung Sha Wan West Flat G Tower 2 Phase 1 Banyan Garden High Floor Zone"
2455,Kowloon,"Good Layout & Efficient, Top Of Mtr",Medium Floor Zone (Flat -)                                                                        | South East,8.37,,511.0,Cheung Sha Wan West Flat - Tower 8 Phase 2 Banyan Garden Medium Floor Zone,Last Updated : 13-03-2018,26.4,59.0,13.37,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 8 Phase 2 Banyan Garden Medium Floor Zone"
2456,Kowloon,"Quiet & Central, Spacious Rooms",Medium Floor Zone (Flat E)                                                                        | South West,17.3,,868.0,Whampoa/Laguna Verde Flat E Tower 15A Phase 3 Costa Del Sol Laguna Verde Medium Floor Zone,Last Updated : 13-03-2018,45.8,50.0,18.65,"Hong Kong, Kowloon, Whampoa/Laguna Verde Flat E Tower 15A Phase 3 Costa Del Sol Laguna Verde Medium Floor Zone"
2457,Kowloon,"Convenient, Famous School Network",Medium Floor Zone (Flat -)                                                                        | North West,7.2,19.0,494.0,Cheung Sha Wan West Flat - Tower 1 Aqua Marine  Medium Floor Zone,Last Updated : 13-03-2018,22.8,60.0,12.88,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 1 Aqua Marine  Medium Floor Zone"
2458,Kowloon,"Nice Decoration, Top Of Mtr",High Floor Zone (Flat 27)                                                                        | South East,8.8,,718.0,Mei Foo/Wonderland Flat 27 25-27 Nassau Street Phase 6 Mei Foo Sun Chuen High Floor Zone,Last Updated : 02-03-2018,26.4,56.0,13.8,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 27 25-27 Nassau Street Phase 6 Mei Foo Sun Chuen High Floor Zone"
2459,Kowloon,"Convenient, Good Layout & Efficient",High Floor Zone (Flat K)                                                                        | North West,6.4,,590.0,Tseung Kwan O Flat K  Bauhinia Garden  High Floor Zone,Last Updated : 12-03-2018,22.2,65.0,12.2,"Hong Kong, Kowloon, Tseung Kwan O Flat K  Bauhinia Garden  High Floor Zone"
2460,Kowloon,"Quiet & Boutique Living, 5-Star Club House",Medium Floor Zone (Flat F)                                                                        | North East,5.8,,364.0,Tseung Kwan O Flat F Tower 1 Phase 1 The Metro City Medium Floor Zone,Last Updated : 04-03-2018,21.5,70.0,11.74,"Hong Kong, Kowloon, Tseung Kwan O Flat F Tower 1 Phase 1 The Metro City Medium Floor Zone"
2461,Kowloon,"Invite Offers, Quiet & Boutique Living",High Floor Zone (Flat A)                                                                        | North,8.4,,693.0,Tseung Kwan O Flat A Tower 1 Phase 1 The Beaumount High Floor Zone,Last Updated : 13-03-2018,26.4,59.0,13.4,"Hong Kong, Kowloon, Tseung Kwan O Flat A Tower 1 Phase 1 The Beaumount High Floor Zone"
2462,Kowloon,,Medium Floor Zone (Flat D),7.8,17.0,513.0,Tseung Kwan O Flat D Tower 9 Phase 2 Le Point Metro Town Medium Floor Zone,Last Updated : 12-03-2018,24.7,60.0,13.12,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 9 Phase 2 Le Point Metro Town Medium Floor Zone"
2463,Kowloon,"Spacious Rooms, Top Of Mtr",Medium Floor Zone (Flat -)                                                                        | South East,10.5,26.0,658.0,Cheung Sha Wan West Flat - Tower 5 Phase 3 Banyan Garden Medium Floor Zone,Last Updated : 02-03-2018,27.8,50.0,15.25,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 5 Phase 3 Banyan Garden Medium Floor Zone"
2464,Kowloon,"Good Layout & Efficient, Convenient",Medium Floor Zone (Flat G)                                                                        | East,9.35,21.0,737.0,Tseung Kwan O Flat G Tower 8 Phase 2 Tseung Kwan O Plaza Medium Floor Zone,Last Updated : 13-03-2018,26.4,53.0,14.35,"Hong Kong, Kowloon, Tseung Kwan O Flat G Tower 8 Phase 2 Tseung Kwan O Plaza Medium Floor Zone"
2465,Kowloon,"Good Layout & Efficient, Quiet & Boutique Living",High Floor Zone (Flat A)                                                                        | North West,8.6,,716.0,Tseung Kwan O Flat A Lucerne (Tower 2 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone,Last Updated : 26-02-2018,26.4,58.0,13.6,"Hong Kong, Kowloon, Tseung Kwan O Flat A Lucerne (Tower 2 - L Wing) Phase 1 The Capitol Lohas Park High Floor Zone"
2466,Kowloon,"Great Starter, Nice Decoration",Medium Floor Zone (Flat `)                                                                        | North,4.9,,193.0,Cheung Sha Wan/Sham Shui Po Flat ` High One   Medium Floor Zone,Last Updated : 13-03-2018,18.1,70.0,11.47,"Hong Kong, Kowloon, Cheung Sha Wan/Sham Shui Po Flat ` High One   Medium Floor Zone"
2467,Kowloon,,Low Floor Zone (Flat H)                                                                        | South West,10.0,,650.0,Whampoa/Laguna Verde Flat H Block 1 Phase 9 Lily Mansions Whampoa Garden Low Floor Zone,Last Updated : 14-03-2018,26.4,50.0,15.0,"Hong Kong, Kowloon, Whampoa/Laguna Verde Flat H Block 1 Phase 9 Lily Mansions Whampoa Garden Low Floor Zone"
2468,Kowloon,,High Floor Zone (Flat C)                                                                        | South West,9.6,24.0,512.0,Olympic Station Flat C Tower 7 Phase II Metro Harbour View High Floor Zone,Last Updated : 13-03-2018,26.4,52.0,14.6,"Hong Kong, Kowloon, Olympic Station Flat C Tower 7 Phase II Metro Harbour View High Floor Zone"
2469,Kowloon,"Tranquil Environment, Nice Decoration",Low Floor Zone,25.5,,973.0,Yau Yat Tsuen/Shek Kip Mei  Block 1 Beacon Heights  Low Floor Zone,Last Updated : 10-03-2018,67.5,50.0,112.75,"Hong Kong, Kowloon, Yau Yat Tsuen/Shek Kip Mei  Block 1 Beacon Heights  Low Floor Zone"
2470,Kowloon,"Good Layout & Efficient, Stylish Decoration",Low Floor Zone (Flat -)                                                                        | South East,4.58,12.0,220.0,Cheung Sha Wan/Sham Shui Po Flat - High One   Low Floor Zone,Last Updated : 13-03-2018,16.9,70.0,11.37,"Hong Kong, Kowloon, Cheung Sha Wan/Sham Shui Po Flat - High One   Low Floor Zone"
2471,Kowloon,,Low Floor Zone (Flat C)                                                                        | South West,7.3,17.0,523.0,Tseung Kwan O Flat C Block 6 Phase 2 Oscar By The Sea Low Floor Zone,Last Updated : 04-03-2018,23.2,60.0,12.92,"Hong Kong, Kowloon, Tseung Kwan O Flat C Block 6 Phase 2 Oscar By The Sea Low Floor Zone"
2472,Kowloon,"Famous School Network, Spacious Rooms",Medium Floor Zone (Flat F)                                                                        | North East,17.8,,1259.0,Ho Man Tin/King's Park Flat F Princess Terrace   Medium Floor Zone,Last Updated : 12-03-2018,47.1,50.0,18.9,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat F Princess Terrace   Medium Floor Zone"
2473,Kowloon,"Easy Shopping, Convenient",Medium Floor Zone (Flat -)                                                                        | North,7.78,17.0,447.0,Cheung Sha Wan West Flat - Tower 1 Phase 2 The Pacifica Medium Floor Zone,Last Updated : 04-03-2018,24.7,60.0,13.11,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 1 Phase 2 The Pacifica Medium Floor Zone"
2474,Kowloon,Good Layout & Efficient,Medium Floor Zone (Flat 3)                                                                        | South East,4.8,,517.0,Tseung Kwan O Flat 3 Wo Hui House (Block D) Wo Ming Court  Medium Floor Zone,Last Updated : 08-03-2018,17.8,70.0,11.44,"Hong Kong, Kowloon, Tseung Kwan O Flat 3 Wo Hui House (Block D) Wo Ming Court  Medium Floor Zone"
2475,Kowloon,,Medium Floor Zone (Flat H)                                                                        | East,7.3,18.0,441.0,Cheung Sha Wan West Flat H Tower 2 Phase 1 Banyan Garden Medium Floor Zone,Last Updated : 02-03-2018,23.2,60.0,12.92,"Hong Kong, Kowloon, Cheung Sha Wan West Flat H Tower 2 Phase 1 Banyan Garden Medium Floor Zone"
2476,Kowloon,"Spacious Rooms, Good Layout & Efficient, Convenient",Low Floor Zone (Flat A)                                                                        | North,12.8,,766.0,Ho Man Tin/King's Park Flat A Block IV Harrison Court  Low Floor Zone,Last Updated : 12-03-2018,33.9,50.0,16.4,"Hong Kong, Kowloon, Ho Man Tin/King's Park Flat A Block IV Harrison Court  Low Floor Zone"
2477,Kowloon,"Well-Proportioned, Core Location",High Floor Zone (Flat E)                                                                        | South West,7.68,,510.0,Cheung Sha Wan West Flat E Tower 6 Aqua Marine  High Floor Zone,Last Updated : 02-03-2018,24.4,60.0,13.07,"Hong Kong, Kowloon, Cheung Sha Wan West Flat E Tower 6 Aqua Marine  High Floor Zone"
2478,Kowloon,"Good Layout & Efficient, Top Of Mtr",High Floor Zone (Flat F)                                                                        | South East,10.5,,713.0,Tseung Kwan O Flat F Tower 5 Phase 2 The Metro City High Floor Zone,Last Updated : 23-02-2018,27.8,50.0,15.25,"Hong Kong, Kowloon, Tseung Kwan O Flat F Tower 5 Phase 2 The Metro City High Floor Zone"
2479,Kowloon,"Prestige Location, Famous School Network",Medium Floor Zone (Flat -)                                                                        | West,7.6,18.0,464.0,Cheung Sha Wan West Flat - Tower 2 Phase 1 The Pacifica Medium Floor Zone,Last Updated : 03-03-2018,24.1,60.0,13.04,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 2 Phase 1 The Pacifica Medium Floor Zone"
2480,Kowloon,,High Floor Zone (Flat D)                                                                        | South West,11.6,24.0,702.0,Tseung Kwan O Flat D Tower 2A II The Wings High Floor Zone,Last Updated : 14-03-2018,30.7,50.0,15.8,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 2A II The Wings High Floor Zone"
2481,Kowloon,,Medium Floor Zone (Flat G),8.0,18.0,484.0,Tseung Kwan O Flat G Tower 8 Phase 2 Ocean Shores Medium Floor Zone,Last Updated : 20-02-2018,25.4,60.0,13.2,"Hong Kong, Kowloon, Tseung Kwan O Flat G Tower 8 Phase 2 Ocean Shores Medium Floor Zone"
2482,Kowloon,"Famous Development, Top Of Mtr",High Floor Zone (Flat 124)                                                                        | South West,6.8,,612.0,Mei Foo/Wonderland Flat 124 122-124 Broadway Phase 8 Mei Foo Sun Chuen High Floor Zone,Last Updated : 13-03-2018,22.2,61.0,12.6,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 124 122-124 Broadway Phase 8 Mei Foo Sun Chuen High Floor Zone"
2483,Kowloon,"Famous School Network, Heated Pool",Low Floor Zone (Flat -)                                                                        | North,11.08,27.0,652.0,Cheung Sha Wan West Flat -  Phase 1 Banyan Garden Low Floor Zone,Last Updated : 04-03-2018,29.3,50.0,15.54,"Hong Kong, Kowloon, Cheung Sha Wan West Flat -  Phase 1 Banyan Garden Low Floor Zone"
2484,Kowloon,"Tranquil Garden View, Convenient",High Floor Zone (Flat 91)                                                                        | North East,9.4,,716.0,Mei Foo/Wonderland Flat 91 89-91 Broadway Phase 4 Mei Foo Sun Chuen High Floor Zone,Last Updated : 02-03-2018,26.4,53.0,14.4,"Hong Kong, Kowloon, Mei Foo/Wonderland Flat 91 89-91 Broadway Phase 4 Mei Foo Sun Chuen High Floor Zone"
2485,Kowloon,"Spacious Rooms, Grand-Proportioned",Medium Floor Zone (Flat D)                                                                        | East,6.8,,470.0,Tseung Kwan O Flat D Tower 1 Phase 3 The Metropolis The Metro City Medium Floor Zone,Last Updated : 12-03-2018,22.2,61.0,12.6,"Hong Kong, Kowloon, Tseung Kwan O Flat D Tower 1 Phase 3 The Metropolis The Metro City Medium Floor Zone"
2486,Kowloon,"Nice Decoration, Unrepeatable Opportunity",Medium Floor Zone (Flat C),10.2,,660.0,Cheung Sha Wan West Flat C Tower 5 Phase 3 Banyan Garden Medium Floor Zone,Last Updated : 12-03-2018,27.0,50.0,15.1,"Hong Kong, Kowloon, Cheung Sha Wan West Flat C Tower 5 Phase 3 Banyan Garden Medium Floor Zone"
2487,Kowloon,"Indoor Swimming Pool, Spacious Rooms",Low Floor Zone (Flat E)                                                                        | South East,25.3,,1481.0,Whampoa/Laguna Verde Flat E Tower 7 Phase 2 Villa Verde Laguna Verde Low Floor Zone,Last Updated : 05-03-2018,67.0,50.0,112.65,"Hong Kong, Kowloon, Whampoa/Laguna Verde Flat E Tower 7 Phase 2 Villa Verde Laguna Verde Low Floor Zone"
2488,Kowloon,,Medium Floor Zone,28.0,,1371.0,Olympic Station  Tower 1 Harbour Green  Medium Floor Zone,Last Updated : 01-03-2018,74.1,50.0,114.0,"Hong Kong, Kowloon, Olympic Station  Tower 1 Harbour Green  Medium Floor Zone"
2489,Kowloon,"Full Facilities, Convenient",High Floor Zone (Flat C)                                                                        | North,16.8,33.0,665.0,Olympic Station Flat C Tower 2 One Silversea  High Floor Zone,Last Updated : 09-03-2018,44.5,50.0,18.4,"Hong Kong, Kowloon, Olympic Station Flat C Tower 2 One Silversea  High Floor Zone"
2490,Kowloon,"Heated Pool, Convenient",Medium Floor Zone (Flat -)                                                                        | East,7.5,18.0,501.0,Cheung Sha Wan West Flat - Tower 5 Phase 1 The Pacifica Medium Floor Zone,Last Updated : 05-03-2018,23.8,60.0,13.0,"Hong Kong, Kowloon, Cheung Sha Wan West Flat - Tower 5 Phase 1 The Pacifica Medium Floor Zone"
2491,Kowloon,"Great Starter, Convenient",Medium Floor Zone (Flat 27)                                                                        | North East,2.38,,164.0,Tseung Kwan O Flat 27 King Tao House (Block 6) King Lam Estate  Medium Floor Zone,Last Updated : 13-03-2018,8828.0,70.0,1714.0,"Hong Kong, Kowloon, Tseung Kwan O Flat 27 King Tao House (Block 6) King Lam Estate  Medium Floor Zone"
